Назив,Белешка,URL адреса,Ознаке,Коментар
Strawberry Fetish,,https://www.google.com/maps/place/Strawberry+Fetish/data=!4m2!3m1!1s0x60188dd28e3d6ccb:0x25b8d77448d8e374,,
Totti Candy Factory,,https://www.google.com/maps/place/Totti+Candy+Factory/data=!4m2!3m1!1s0x60188cbb3acc915b:0x90d3ae53ef103fb9,,
LONG!LONGER!!LONGEST!!! 原宿店,,https://www.google.com/maps/place/LONG!LONGER!!LONGEST!!!+%E5%8E%9F%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188ca4b4ba1157:0x883f4a8eee4c3aec,,
UNIQLO Harajuku,,https://www.google.com/maps/place/UNIQLO+Harajuku/data=!4m2!3m1!1s0x60188de69799f081:0xc76e236672989ee3,,
ANGELINA Tokyu Plaza Harajuku “Harakado” Store,,https://www.google.com/maps/place/ANGELINA+Tokyu+Plaza+Harajuku+%E2%80%9CHarakado%E2%80%9D+Store/data=!4m2!3m1!1s0x60188d00250279e3:0xc8d1d62a735b0833,,
KOSUGIYU HARAJUKU,,https://www.google.com/maps/place/KOSUGIYU+HARAJUKU/data=!4m2!3m1!1s0x60188d003617a9e5:0xf4ad1f3904788142,,
ONE PIECE MUGIWARA STORE HARAJUKU,,https://www.google.com/maps/place/ONE+PIECE+MUGIWARA+STORE+HARAJUKU/data=!4m2!3m1!1s0x60188d003d0e0dfb:0xd71eca2eb037d5e1,,
Giolitti,,https://www.google.com/maps/place/Giolitti/data=!4m2!3m1!1s0x60188d004349b829:0xf9a34c81f5df9a1e,,
"Tokyu Plaza Harajuku""HARAKADO""",,https://www.google.com/maps/place/Tokyu+Plaza+Harajuku%22HARAKADO%22/data=!4m2!3m1!1s0x60188d006aacd1ff:0x76e61dfa18aaabe9,,
ICHIRAN Harajuku,,https://www.google.com/maps/place/ICHIRAN+Harajuku/data=!4m2!3m1!1s0x60188ca468112079:0xa93b4c85f75d9135,,
Omohara Forest,,https://www.google.com/maps/place/Omohara+Forest/data=!4m2!3m1!1s0x60188ca47d0564fd:0x7da55c3328231caf,,
WaraTako,,https://www.google.com/maps/place/WaraTako/data=!4m2!3m1!1s0x60188ca4019daaab:0xd5b6c86568d29205,,
The Matcha Tokyo Omotesandō,,https://www.google.com/maps/place/The+Matcha+Tokyo+Omotesand%C5%8D/data=!4m2!3m1!1s0x60188dfac3f5b7d7:0x213f7d1da2c40c7d,,
Gonpachi Nori-temaki Harajuku,,https://www.google.com/maps/place/Gonpachi+Nori-temaki+Harajuku/data=!4m2!3m1!1s0x60188db8860c8427:0xcfa1075362f83346,,
Kura Sushi Global Flagship Store Harajuku,,https://www.google.com/maps/place/Kura+Sushi+Global+Flagship+Store+Harajuku/data=!4m2!3m1!1s0x60188def1da2a33b:0x82e35147bd63943,,
Conveyor Kaiten Sushi Ginza Onodera HONTEN,,https://www.google.com/maps/place/Conveyor+Kaiten+Sushi+Ginza+Onodera+HONTEN/data=!4m2!3m1!1s0x60188dd122b193c9:0x30641d8efc7d0a5b,,
Kiddy Land,,https://www.google.com/maps/place/Kiddy+Land/data=!4m2!3m1!1s0x60188ca3f58f5bbb:0x6d0eaa1443f99189,,
I'm donut? Harajuku,,https://www.google.com/maps/place/I'm+donut%3F+Harajuku/data=!4m2!3m1!1s0x60188d7915ff1545:0xe04fa5adbfdc479c,,
Beef Kitchen Stand Shinjuku-Kabukicho,,https://www.google.com/maps/place/Beef+Kitchen+Stand+Shinjuku-Kabukicho/data=!4m2!3m1!1s0x60188cd9d671f527:0x10ee797e99f65608,,
Hina Sushi Nishiginza,,https://www.google.com/maps/place/Hina+Sushi+Nishiginza/data=!4m2!3m1!1s0x60188be59c040e07:0x721796f52580f02a,,
Ministop(aeon arm),,https://www.google.com/maps/place/Ministop(aeon+arm)/data=!4m2!3m1!1s0x60188be20dff79c5:0x7a8ea034c4e3da10,,
セブンイレブン 京橋相互館110タワー店,,https://www.google.com/maps/place/%E3%82%BB%E3%83%96%E3%83%B3%E3%82%A4%E3%83%AC%E3%83%96%E3%83%B3+%E4%BA%AC%E6%A9%8B%E7%9B%B8%E4%BA%92%E9%A4%A8110%E3%82%BF%E3%83%AF%E3%83%BC%E5%BA%97/data=!4m2!3m1!1s0x60188b4ca93b9345:0xa979d48133351476,,
FamilyMart Hotel Intergate Tokyo Kyobashi Store,,https://www.google.com/maps/place/FamilyMart+Hotel+Intergate+Tokyo+Kyobashi+Store/data=!4m2!3m1!1s0x60188be26591be35:0xb9a70ac3b506a07f,,
Rokurinsha,,https://www.google.com/maps/place/Rokurinsha/data=!4m2!3m1!1s0x60188bfeba8313b7:0x9a9993c592e5429c,,
"Seafood BBQ ""Mekiki-no-Ginji"" Tokyo Midtown Yaesu",,https://www.google.com/maps/place/Seafood+BBQ+%22Mekiki-no-Ginji%22+Tokyo+Midtown+Yaesu/data=!4m2!3m1!1s0x60188b4619a42f21:0x7f27ffd886de5f57,,
La Huaran GINZA EAST Shintomichomise Coin Laundry,,https://www.google.com/maps/place/La+Huaran+GINZA+EAST+Shintomichomise+Coin+Laundry/data=!4m2!3m1!1s0x60188919e16545c9:0x8cf6938dd9455014,,
Seafood Buffet Dining Ginza Happo,,https://www.google.com/maps/place/Seafood+Buffet+Dining+Ginza+Happo/data=!4m2!3m1!1s0x60188b001666b7b3:0x82096ed5b49e7f4e,,
Grill Bon,,https://www.google.com/maps/place/Grill+Bon/data=!4m2!3m1!1s0x60188be7826e4671:0xa898765bc163ac4,,
GINZA Petit Custa,,https://www.google.com/maps/place/GINZA+Petit+Custa/data=!4m2!3m1!1s0x60188be5ac7d445f:0xd68fb1a98c725575,,
Platinumya,,https://www.google.com/maps/place/Platinumya/data=!4m2!3m1!1s0x60188be0bbb9b3e5:0x794f7d86c4ac622c,,
Ginza Tsuboyaki-imo,,https://www.google.com/maps/place/Ginza+Tsuboyaki-imo/data=!4m2!3m1!1s0x60188b3c19495f17:0xffb064224c150c17,,
Kanadaya,,https://www.google.com/maps/place/Kanadaya/data=!4m2!3m1!1s0x60188bbcecad5b3d:0xe4b8e3797d928aea,,
Ginza Kimuraya,,https://www.google.com/maps/place/Ginza+Kimuraya/data=!4m2!3m1!1s0x60188be67fd7649b:0x11837a452f5a1fb5,,
Age.3 GINZA,,https://www.google.com/maps/place/Age.3+GINZA/data=!4m2!3m1!1s0x60188b9dffe9b1e7:0xf81b31918420debe,,
GINZA SIX,,https://www.google.com/maps/place/GINZA+SIX/data=!4m2!3m1!1s0x60188bef472c0001:0xcfcb0363f18109fc,,
Mitsukoshi Ginza Terrace,,https://www.google.com/maps/place/Mitsukoshi+Ginza+Terrace/data=!4m2!3m1!1s0x60188b5cf26d2baf:0x19952010d08130b0,,
ART AQUARIUM MUSEUM,,https://www.google.com/maps/place/ART+AQUARIUM+MUSEUM/data=!4m2!3m1!1s0x6018895d1e5245e9:0xd9bdf0c3acccea0e,,
OK Ginza,,https://www.google.com/maps/place/OK+Ginza/data=!4m2!3m1!1s0x60188b568790ed07:0x16686d45388ba431,,
Uniqlo Tokyo,,https://www.google.com/maps/place/Uniqlo+Tokyo/data=!4m2!3m1!1s0x60188be5ac9444e1:0x3be1b0c166da508b,,
GU Marronier Gate Ginza Store,,https://www.google.com/maps/place/GU+Marronier+Gate+Ginza+Store/data=!4m2!3m1!1s0x60188bf92b0b7f39:0x7ee5e3908b53ac91,,
THREEPPY,,https://www.google.com/maps/place/THREEPPY/data=!4m2!3m1!1s0x60188b9c01c70f97:0xe23d71557039731,,
StandardProducts,,https://www.google.com/maps/place/StandardProducts/data=!4m2!3m1!1s0x60188bd5ad810e81:0x62e7270866a8f0d6,,
Daiso Marronnier Gate Ginza Store,,https://www.google.com/maps/place/Daiso+Marronnier+Gate+Ginza+Store/data=!4m2!3m1!1s0x60188b4db605e63d:0x6a012d2d4ee67e6,,
Kura Sushi,,https://www.google.com/maps/place/Kura+Sushi/data=!4m2!3m1!1s0x60188bbc6b3467a1:0x82497c9c944c8b84,,
Uniqlo Ginza Flagship Store,,https://www.google.com/maps/place/Uniqlo+Ginza+Flagship+Store/data=!4m2!3m1!1s0x60188be66e07d36f:0x45e536859ebe18d3,,
Ginza Itoya,,https://www.google.com/maps/place/Ginza+Itoya/data=!4m2!3m1!1s0x60188be4000a0029:0x8a7da075396968c0,,
MUJI Ginza,,https://www.google.com/maps/place/MUJI+Ginza/data=!4m2!3m1!1s0x60188baa38aecf7d:0xab5a3452172b5f9,,
2foods Vegan restaurant Ginza,,https://www.google.com/maps/place/2foods+Vegan+restaurant+Ginza/data=!4m2!3m1!1s0x60188b90dbc97ed3:0xbbf36053be8d15ad,,
Ginza Loft,,https://www.google.com/maps/place/Ginza+Loft/data=!4m2!3m1!1s0x60188be45c99d2a9:0x323ea1310dee9c4c,,
Tairaku-Tangao,,https://www.google.com/maps/place/Tairaku-Tangao/data=!4m2!3m1!1s0x60188bdbe41bbfc9:0xd47aa219eb864a7f,,
Kaitenzushi Nemuro Hanamaru Ginza,,https://www.google.com/maps/place/Kaitenzushi+Nemuro+Hanamaru+Ginza/data=!4m2!3m1!1s0x60188ba22930f771:0xf7a3d4b793ed6367,,
TsuruTonTan UDON NOODLE Brasserie GINZA,,https://www.google.com/maps/place/TsuruTonTan+UDON+NOODLE+Brasserie+GINZA/data=!4m2!3m1!1s0x60188bef61785ff1:0x80e35d82a60f2aa6,,
GinzaNovo,,https://www.google.com/maps/place/GinzaNovo/data=!4m2!3m1!1s0x60188be88f255fcb:0xf6a117f1eb97af26,,
Sanrio Gift Gate,,https://www.google.com/maps/place/Sanrio+Gift+Gate/data=!4m2!3m1!1s0x60188be5996b97ff:0x11b3e2babce4f1c8,,
Hokkaido Dosanko Plaza Yurakucho,,https://www.google.com/maps/place/Hokkaido+Dosanko+Plaza+Yurakucho/data=!4m2!3m1!1s0x60188be53d8f6d49:0x9cad7db22ffde04b,,
"GODIVA Bakery ""GODIPAN"" Yurakucho Main Store",,https://www.google.com/maps/place/GODIVA+Bakery+%22GODIPAN%22+Yurakucho+Main+Store/data=!4m2!3m1!1s0x60188bb0d6f2e9d9:0x25d63e8be26d1c79,,
Suzukake Tokyo Midtown Hibiya Store,,https://www.google.com/maps/place/Suzukake+Tokyo+Midtown+Hibiya+Store/data=!4m2!3m1!1s0x60188bee2eceae0f:0xbfad650cdac68096,,
Beurre Vérité/ブール・ヴェリテ,,https://www.google.com/maps/place/Beurre+V%C3%A9rit%C3%A9%2F%E3%83%96%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%B4%E3%82%A7%E3%83%AA%E3%83%86/data=!4m2!3m1!1s0x60188b0068dee289:0x5a495b9cb216f161,,
Park View Garden,,https://www.google.com/maps/place/Park+View+Garden/data=!4m2!3m1!1s0x60188bee25b1e89d:0xf563666dc9f37b7d,,
おにぎり 香おり,,https://www.google.com/maps/place/%E3%81%8A%E3%81%AB%E3%81%8E%E3%82%8A+%E9%A6%99%E3%81%8A%E3%82%8A/data=!4m2!3m1!1s0x60188b002c0a39ab:0x5d217f2ec07e849,,
Josui Park,,https://www.google.com/maps/place/Josui+Park/data=!4m2!3m1!1s0x6018e5c07fbcebe7:0x4a37a8dab86dd2bd,,
Daily Yamazaki,,https://www.google.com/maps/place/Daily+Yamazaki/data=!4m2!3m1!1s0x60188ea9ae90a8f1:0x9cbb4441fe2681ef,,
Uogashi Nihonichi,,https://www.google.com/maps/place/Uogashi+Nihonichi/data=!4m2!3m1!1s0x60188ea7f767056f:0xe5649f32aed27c91,,
My Basket Iwamotocho St. South,,https://www.google.com/maps/place/My+Basket+Iwamotocho+St.+South/data=!4m2!3m1!1s0x60188f0fac93f91d:0x18d18aa6a4c38163,,
Super Hotel Premier Akihabara,,https://www.google.com/maps/place/Super+Hotel+Premier+Akihabara/data=!4m2!3m1!1s0x60188bccca910c49:0x72308c3b2facd6ec,,
My Basket,,https://www.google.com/maps/place/My+Basket/data=!4m2!3m1!1s0x60188c8ca929ba27:0xdbaf02b9694a871c,,
Maruetsu Petit Yotsuya 2-chōme,,https://www.google.com/maps/place/Maruetsu+Petit+Yotsuya+2-ch%C5%8Dme/data=!4m2!3m1!1s0x60188c8b8076e5b7:0xcabc142b61ecb231,,
Lawson 100 Yotsuya 2-chome Store,,https://www.google.com/maps/place/Lawson+100+Yotsuya+2-chome+Store/data=!4m2!3m1!1s0x60188c8cdab80931:0x1ef463574ee140d0,,
Lawson,,https://www.google.com/maps/place/Lawson/data=!4m2!3m1!1s0x60188c8b6efb3959:0xb6ee8c02e9d6b019,,
FamilyMart,,https://www.google.com/maps/place/FamilyMart/data=!4m2!3m1!1s0x60188c8bb31bffff:0x2371f03faface3b0,,
Watts Sanpei Store Shinjuku,,https://www.google.com/maps/place/Watts+Sanpei+Store+Shinjuku/data=!4m2!3m1!1s0x60188d3af9b3af87:0x6f465363ec87ef2b,,
三平ストア新宿店,,https://www.google.com/maps/place/%E4%B8%89%E5%B9%B3%E3%82%B9%E3%83%88%E3%82%A2%E6%96%B0%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188d64999ba1a1:0xb1ecefb83fe00a93,,
ダイコクドラッグ歌舞伎町一番街店,,https://www.google.com/maps/place/%E3%83%80%E3%82%A4%E3%82%B3%E3%82%AF%E3%83%89%E3%83%A9%E3%83%83%E3%82%B0%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E4%B8%80%E7%95%AA%E8%A1%97%E5%BA%97/data=!4m2!3m1!1s0x60188dd08032e771:0x7de802a90c94d8d0,,
Ringer Hut SHINJUKU TOHO BLDG.,,https://www.google.com/maps/place/Ringer+Hut+SHINJUKU+TOHO+BLDG./data=!4m2!3m1!1s0x60188cd82e3e87ad:0x92d3c58b835c5099,,
Gindaco Highball Tavern Shinjuku Toho Building,,https://www.google.com/maps/place/Gindaco+Highball+Tavern+Shinjuku+Toho+Building/data=!4m2!3m1!1s0x60188cd855555555:0x4bd9489818577fb,,
APA HOTEL SHINJUKU-KABUKICHO TOWER,,https://www.google.com/maps/place/APA+HOTEL+SHINJUKU-KABUKICHO+TOWER/data=!4m2!3m1!1s0x60188cd7f7807a6d:0xeb1cd4e586b2b7f2,,
Bar Hameln,,https://www.google.com/maps/place/Bar+Hameln/data=!4m2!3m1!1s0x60188d957e7c883b:0xdeb2702bf5384cc0,,
Gifuya,,https://www.google.com/maps/place/Gifuya/data=!4m2!3m1!1s0x60188d9b710cdc53:0x39925c7a9a2bc0f9,,
五十鈴,,https://www.google.com/maps/place/%E4%BA%94%E5%8D%81%E9%88%B4/data=!4m2!3m1!1s0x60188d352e7bc337:0xd297b124d03bbf87,,
jonetsu horumon,,https://www.google.com/maps/place/jonetsu+horumon/data=!4m2!3m1!1s0x60188cd70fcc77b1:0xc27bb73f89395b72,,
新宿思い出横丁 ばんしゃく家,,https://www.google.com/maps/place/%E6%96%B0%E5%AE%BF%E6%80%9D%E3%81%84%E5%87%BA%E6%A8%AA%E4%B8%81+%E3%81%B0%E3%82%93%E3%81%97%E3%82%83%E3%81%8F%E5%AE%B6/data=!4m2!3m1!1s0x60188cd70fcc77b1:0x3dcdfad4577958f4,,
養老乃瀧 新宿西口店,,https://www.google.com/maps/place/%E9%A4%8A%E8%80%81%E4%B9%83%E7%80%A7+%E6%96%B0%E5%AE%BF%E8%A5%BF%E5%8F%A3%E5%BA%97/data=!4m2!3m1!1s0x60188cd70f370bf5:0x12b56800db39ed0,,
釣船茶屋 ざうお 新宿店/Fishing Restaurant Zauo Shinjuku,,https://www.google.com/maps/place/%E9%87%A3%E8%88%B9%E8%8C%B6%E5%B1%8B+%E3%81%96%E3%81%86%E3%81%8A+%E6%96%B0%E5%AE%BF%E5%BA%97%2FFishing+Restaurant+Zauo+Shinjuku/data=!4m2!3m1!1s0x60188cd304448515:0x70dd014502d5b265,,
鳥貴族 新宿歌舞伎町店,,https://www.google.com/maps/place/%E9%B3%A5%E8%B2%B4%E6%97%8F+%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60188cd9d53990f1:0xeeee16dcdef497ef,,
磯丸水産 歌舞伎町セントラルロード店,,https://www.google.com/maps/place/%E7%A3%AF%E4%B8%B8%E6%B0%B4%E7%94%A3+%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E3%82%BB%E3%83%B3%E3%83%88%E3%83%A9%E3%83%AB%E3%83%AD%E3%83%BC%E3%83%89%E5%BA%97/data=!4m2!3m1!1s0x60188dedf438a2f3:0x1caba764a128c128,,
おすすめ屋 新宿歌舞伎町店,,https://www.google.com/maps/place/%E3%81%8A%E3%81%99%E3%81%99%E3%82%81%E5%B1%8B+%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60188d3df47f9a59:0xd16317d2aaaf1159,,
Beef Kitchen Stand APA Hotel Kabukicho Tower Ten,,https://www.google.com/maps/place/Beef+Kitchen+Stand+APA+Hotel+Kabukicho+Tower+Ten/data=!4m2!3m1!1s0x60188d04c534ba0b:0xadf7c2ea3a10d69c,,
Kaiten sushi Hibari,,https://www.google.com/maps/place/Kaiten+sushi+Hibari/data=!4m2!3m1!1s0x60188d5c1752f991:0x7a713b1d9cfd9722,,
Shogun Burger Shinjuku,,https://www.google.com/maps/place/Shogun+Burger+Shinjuku/data=!4m2!3m1!1s0x60188d527b9db527:0x8d421b36bbcce5f7,,
JAM17 GELATERIA（JAM17・ジェラテリア）,,https://www.google.com/maps/place/JAM17+GELATERIA%EF%BC%88JAM17%E3%83%BB%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%86%E3%83%AA%E3%82%A2%EF%BC%89/data=!4m2!3m1!1s0x60188d5b786a7b73:0x37c8e662bff448cb,,
TOHO Cinemas Shinjuku,,https://www.google.com/maps/place/TOHO+Cinemas+Shinjuku/data=!4m2!3m1!1s0x60188cd82b4cf2ff:0x4e180e7a40fbffe8,,
ドン・キホーテ 新宿歌舞伎町店,,https://www.google.com/maps/place/%E3%83%89%E3%83%B3%E3%83%BB%E3%82%AD%E3%83%9B%E3%83%BC%E3%83%86+%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60188cd9dbeab93d:0x8583055007d02928,,
クロス新宿スペース,,https://www.google.com/maps/place/%E3%82%AF%E3%83%AD%E3%82%B9%E6%96%B0%E5%AE%BF%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9/data=!4m2!3m1!1s0x60188dbec375006b:0x903ab8a6baa0423,,
牛タンいろ葉 別邸,,https://www.google.com/maps/place/%E7%89%9B%E3%82%BF%E3%83%B3%E3%81%84%E3%82%8D%E8%91%89+%E5%88%A5%E9%82%B8/data=!4m2!3m1!1s0x60188cc665d0fb99:0x486fd16a059c1141,,
eggslut 新宿サザンテラス店,,https://www.google.com/maps/place/eggslut+%E6%96%B0%E5%AE%BF%E3%82%B5%E3%82%B6%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E5%BA%97/data=!4m2!3m1!1s0x60188d692c284251:0xdede8ae8ccdcb441,,
キャラメルマンデー ニュウマン新宿店,,https://www.google.com/maps/place/%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%A1%E3%83%AB%E3%83%9E%E3%83%B3%E3%83%87%E3%83%BC+%E3%83%8B%E3%83%A5%E3%82%A6%E3%83%9E%E3%83%B3%E6%96%B0%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188d05661c7673:0x2857f52e451282da,,
〒151-0051 東京都渋谷区千駄ケ谷５丁目２４ Suicaのペンギン広場,,https://www.google.com/maps/place/%E3%80%92151-0051+%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E5%8D%83%E9%A7%84%E3%82%B1%E8%B0%B7%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%92%EF%BC%94+Suica%E3%81%AE%E3%83%9A%E3%83%B3%E3%82%AE%E3%83%B3%E5%BA%83%E5%A0%B4/data=!4m2!3m1!1s0x60188cd0062c4533:0x4000483dad20a209,,
Can*Do Seibu Shinjuku PePe,,https://www.google.com/maps/place/Can*Do+Seibu+Shinjuku+PePe/data=!4m2!3m1!1s0x60188cd797c00001:0x2546fb7a72a2e5cc,,
ME TOKYO SHINJUKU,,https://www.google.com/maps/place/ME+TOKYO+SHINJUKU/data=!4m2!3m1!1s0x60188d9185e3825f:0x21509c60fa2cc542,,
Flags,,https://www.google.com/maps/place/Flags/data=!4m2!3m1!1s0x60188cda7fd27c7b:0xf40345fb44143697,,
スシロー 新宿西口店,,https://www.google.com/maps/place/%E3%82%B9%E3%82%B7%E3%83%AD%E3%83%BC+%E6%96%B0%E5%AE%BF%E8%A5%BF%E5%8F%A3%E5%BA%97/data=!4m2!3m1!1s0x60188d46ddd2b667:0x9b561681ee158882,,
ヨドバシカメラ 新宿西口本店,,https://www.google.com/maps/place/%E3%83%A8%E3%83%89%E3%83%90%E3%82%B7%E3%82%AB%E3%83%A1%E3%83%A9+%E6%96%B0%E5%AE%BF%E8%A5%BF%E5%8F%A3%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188cd13c14d187:0x30f936a044710fd5,,
新宿アイランドタワー,,https://www.google.com/maps/place/%E6%96%B0%E5%AE%BF%E3%82%A2%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89%E3%82%BF%E3%83%AF%E3%83%BC/data=!4m2!3m1!1s0x60188cd57ca23f51:0x92e37e24b01c24ee,,
新宿区立 新宿中央公園,,https://www.google.com/maps/place/%E6%96%B0%E5%AE%BF%E5%8C%BA%E7%AB%8B+%E6%96%B0%E5%AE%BF%E4%B8%AD%E5%A4%AE%E5%85%AC%E5%9C%92/data=!4m2!3m1!1s0x6018f32ca605ba2f:0xe4650320bae9e91f,,
東京都庁第一本庁舎,,https://www.google.com/maps/place/%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%BA%81%E7%AC%AC%E4%B8%80%E6%9C%AC%E5%BA%81%E8%88%8E/data=!4m2!3m1!1s0x60188cd4b71a37a1:0xf1665c37f38661e8,,
POPO Hotteok,,https://www.google.com/maps/place/POPO+Hotteok/data=!4m2!3m1!1s0x60188d1853a0f613:0xde4b1baaa41e85b9,,
Jongno Yataimura,,https://www.google.com/maps/place/Jongno+Yataimura/data=!4m2!3m1!1s0x60188dff12296aa5:0x56aa5de82da9a62d,,
カマロカンジョン新大久保本店,,https://www.google.com/maps/place/%E3%82%AB%E3%83%9E%E3%83%AD%E3%82%AB%E3%83%B3%E3%82%B8%E3%83%A7%E3%83%B3%E6%96%B0%E5%A4%A7%E4%B9%85%E4%BF%9D%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188d8afc10365b:0x28772d57cdae214a,,
Myeong-dong Chibi Norimaki,,https://www.google.com/maps/place/Myeong-dong+Chibi+Norimaki/data=!4m2!3m1!1s0x60188d7e5c86f3d3:0x2e2f333b007803d2,,
Uncle Ddung's House,,https://www.google.com/maps/place/Uncle+Ddung's+House/data=!4m2!3m1!1s0x60188d8a128313f1:0x325ba31a45c2107e,,
Sekaido Shinjuku,,https://www.google.com/maps/place/Sekaido+Shinjuku/data=!4m2!3m1!1s0x60188cdb568a6c15:0x4c84ac4975ce203,,
おにぎり まんま,,https://www.google.com/maps/place/%E3%81%8A%E3%81%AB%E3%81%8E%E3%82%8A+%E3%81%BE%E3%82%93%E3%81%BE/data=!4m2!3m1!1s0x60188d24dd4e9905:0x1b0d91e2d1ec2744,,
追分(おいわけ)だんご本舗 新宿本店,,https://www.google.com/maps/place/%E8%BF%BD%E5%88%86(%E3%81%8A%E3%81%84%E3%82%8F%E3%81%91)%E3%81%A0%E3%82%93%E3%81%94%E6%9C%AC%E8%88%97+%E6%96%B0%E5%AE%BF%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188cdb6b3ae373:0x24b44eda29e34afd,,
Kaldi Coffee Farm Parcoya Ueno Branch,,https://www.google.com/maps/place/Kaldi+Coffee+Farm+Parcoya+Ueno+Branch/data=!4m2!3m1!1s0x60188fec710e311b:0x9d73eea86e709874,,
KUZE FUKU & Co.,,https://www.google.com/maps/place/KUZE+FUKU+%26+Co./data=!4m2!3m1!1s0x60188f9af88891d1:0xaf1cd1e9c5be3e21,,
PARCO_ya Ueno,,https://www.google.com/maps/place/PARCO_ya+Ueno/data=!4m2!3m1!1s0x60188ea0046e6fb1:0xd6afea5c4a915de,,
Anmitsu Mihashi Ueno Main Shop,,https://www.google.com/maps/place/Anmitsu+Mihashi+Ueno+Main+Shop/data=!4m2!3m1!1s0x60188e9e37a80d49:0x1844d142ce91a683,,
Sanrio Gift Gate,,https://www.google.com/maps/place/Sanrio+Gift+Gate/data=!4m2!3m1!1s0x60188f3929d7de35:0x2af7bc6c50f3b331,,
National Museum of Nature and Science,,https://www.google.com/maps/place/National+Museum+of+Nature+and+Science/data=!4m2!3m1!1s0x60188e9ceba15bf1:0x89884580e40b3eca,,
Tokyo National Museum,,https://www.google.com/maps/place/Tokyo+National+Museum/data=!4m2!3m1!1s0x60188e8314d77d11:0x232fd618bd4977dd,,
The National Museum of Western Art,,https://www.google.com/maps/place/The+National+Museum+of+Western+Art/data=!4m2!3m1!1s0x60188e9cfa41cc7f:0xbb23dcd494e13c8b,,
Yamashiroya Ueno,,https://www.google.com/maps/place/Yamashiroya+Ueno/data=!4m2!3m1!1s0x60188e9e5f5ed73f:0x9710bfada7b2ccf1,,
Seria Ueno Marui Shop,,https://www.google.com/maps/place/Seria+Ueno+Marui+Shop/data=!4m2!3m1!1s0x60188f875b7a4fdf:0x9096a5660c8347b0,,
Hokushin,,https://www.google.com/maps/place/Hokushin/data=!4m2!3m1!1s0x60188e9ff9a40ae1:0x479df1b6ee05cf8f,,
Mameda,,https://www.google.com/maps/place/Mameda/data=!4m2!3m1!1s0x60188e9c1baa02ff:0x8e845a8f888fd278,,
4-17 Uenokōen,,https://www.google.com/maps/place/4-17+Uenok%C5%8Den/data=!4m2!3m1!1s0x60188c279d10233d:0x5ce13b7c2574ad9a,,
Hanazono Shrine,,https://www.google.com/maps/place/Hanazono+Shrine/data=!4m2!3m1!1s0x60188cdbe07cde2b:0x3b4028968ed9a754,,
Genkouin Temple,,https://www.google.com/maps/place/Genkouin+Temple/data=!4m2!3m1!1s0x60188fb626923d71:0xa98258e9083c7478,,
Зоолошки врт Уено,,https://www.google.com/maps/place/%D0%97%D0%BE%D0%BE%D0%BB%D0%BE%D1%88%D0%BA%D0%B8+%D0%B2%D1%80%D1%82+%D0%A3%D0%B5%D0%BD%D0%BE/data=!4m2!3m1!1s0x60188c28f7766d7f:0x76b8b5efa1988ef4,,
Ueno Toshogu Shrine,,https://www.google.com/maps/place/Ueno+Toshogu+Shrine/data=!4m2!3m1!1s0x60188c287f51b93f:0x44f4e6174250bda9,,
Шинобазу,,https://www.google.com/maps/place/%D0%A8%D0%B8%D0%BD%D0%BE%D0%B1%D0%B0%D0%B7%D1%83/data=!4m2!3m1!1s0x60188c20944ac5a3:0x58638bc622e5b86a,,
"〒110-0005 Tokyo, Taito City, Ueno, 4-chōme−10 第一石井ビル",,"https://www.google.com/maps/place/%E3%80%92110-0005+Tokyo,+Taito+City,+Ueno,+4-ch%C5%8Dme%E2%88%9210+%E7%AC%AC%E4%B8%80%E7%9F%B3%E4%BA%95%E3%83%93%E3%83%AB/data=!4m2!3m1!1s0x60188e9e46d24bf5:0xa84f2c8b7c7132be",,
Cow Cow Kitchen Akihabara,,https://www.google.com/maps/place/Cow+Cow+Kitchen+Akihabara/data=!4m2!3m1!1s0x60188d0bbcbaccd5:0x27371fad0839fd19,,
